# Gboard Dictionary version:2
# Gboard Dictionary format:shortcut	word	language_tag	pos_tag	
cof	tutankafer	en-AU	
nin	tutinin	en-AU	
alt	tyltalis	en-AU	
w	tyltto	en-AU	
0	typ:Null	en-AU	
all	tyracroc 	en-AU	
onv	uhafnir	en-AU	
wee	ultrigaria	en-AU	
av	uochirudon	en-AU	
dv	uonoragon	en-AU	
urs	urshifu	en-AU	
px	urugamosu	en-AU	
bon	usohachi	en-AU	
ux	uxie	en-AU	
crad	vacilys	en-AU	
skr	venalgue	en-AU	
fs	venipatte	en-AU	
mus	venuflibis 	en-AU	
vib	vibraninf 	en-AU	
v	victini	en-AU	
bmb	virevorreur 	en-AU	
bm	virovent	en-AU	
fr	viskuse	en-AU	
dee	vivaldaim	en-AU	
volc	volcanion	en-AU	
magc	volcaropod	en-AU	
mane	voltenso	en-AU	
mar	voltilamm	en-AU	
yam	voltoutou	en-AU	
pro	voluminas	en-AU	
vu	vostourno	en-AU	
nine	vulnona	en-AU	
com	wakasyamo	en-AU	
bra	washakwil	en-AU	
eld	watashiraga	en-AU	
jol	wattzapf	en-AU	
wail	whaloh	en-AU	
fu	wiesenior	en-AU	
ind	wimessir	en-AU	
ar	windie 	en-AU	
wc	wo-chien	en-AU	
wo	woingenau	en-AU	
ly	wolwerock	en-AU	
hap	wonneira	en-AU	
xx	xerneas	en-AU	
xu	xurkitree	en-AU	
mur	yamikarasu	en-AU	
sab	yamirami	en-AU	
yan	yanyanma	en-AU	
vi	yarukimono	en-AU	
pup	ymphect	en-AU	
gre	yokubarisu	en-AU	
yk	yorkleff 	en-AU	
noc	yorunozuku	en-AU	
sno	yukikaburi	en-AU	
fros	yukimenoko	en-AU	
sn	yukiwarashi	en-AU	
ka	yungerer	en-AU	
yy	yveltal	en-AU	
zac	zacian	en-AU	
zam	zamazenta	en-AU	
zap	zapdos	en-AU	
wt	zapetrel	en-AU	
eel	zapplalek	en-AU	
zar	zarude	en-AU	
zeb	zebritz	en-AU	
zek	zekrom	en-AU	
sq	zenigame	en-AU	
zer	zeraora	en-AU	
kric	zirpeise	en-AU	
zz	zoroaku	en-AU	
zo	zorua	en-AU	
cd	zugaidos	en-AU	
yo	zwirrfinst	en-AU	
dusc	zwirrklop	en-AU	
dc	zwirrklop 	en-AU	
du	zwirrlicht	en-AU	
de	zwottronin	en-AU	
zy	zygarde	en-AU	
reu	zytomega	en-AU	
mlk	écrémeuh	en-AU	
ele	élektek	en-AU	
